id,PSNR,SSIM,LPIPS,CLIP
0035db245d3cb77717fc699f3237b178cc34b21e,12.735228,0.5630188943938172,0.5317763686180115,0.328369140625
003c48e6f814af7376faa64c24269a84ebf3b5d7,12.409053,0.5485518651115283,0.509478747844696,0.31298828125
0079b5adbdd29bc38443bfe49db1ae84e02fadf3,15.171108,0.6062507876928174,0.5415604114532471,0.38623046875
008d73dd7f94c758ef7ecdf42686062e231e923b,12.117125,0.733926543240997,0.3760070204734802,0.27392578125
00d295e36406fdb1ebe961bd2add75e52320ac41,10.740661,0.37398715710885,0.6649969220161438,0.29052734375
010d3a1ecc9b6e691630660ec5fb547de1017c5b,16.649307,0.7109954176633431,0.38507139682769775,0.276611328125
02547b22cdfd3e710b0c2e01eb5248821728caac,15.98405,0.5911412934251987,0.5159053206443787,0.32470703125
026a8ad80d60cbf4ed1b8a5a4bbd6e8d759ad83a,14.571396,0.5409374129205977,0.542976975440979,0.2939453125
026c857c1a813b3457a5d5a3923ee936d9872103,12.096686,0.35756897056206505,0.6812648773193359,0.2763671875
02ecd50bf9837c68eb7649d388bab05a03e58c7d,13.488087,0.6406376974556034,0.5320317149162292,0.2354736328125
02f52ee1c402507d3866ce0f9c077afc23a24a4e,12.982665,0.6091056653894226,0.5187945365905762,0.328369140625
0320f51aa0fbaf88e2d39c16e1eb291ba98d3787,11.894063,0.6293917065967802,0.5400727987289429,0.340087890625
0365a0066f4849759d1d117b1e632c463a4c3e42,11.080111,0.3693535272349508,0.6358394622802734,0.2364501953125
03b0f113c0255a7257ccf1cf0f2b8e90008e9f9f,12.568798,0.5035255806350675,0.5723069906234741,0.38720703125
03b16f49313b9d5197b829e4ddc43d471cb07f46,18.145718,0.7514959787174642,0.4560448229312897,0.326416015625
03b3df7dbb399ae6b4d06c7f9f5bb49db5987ab2,11.90308,0.5680677394478179,0.47881805896759033,0.3828125
03b4dc954014f767730adeabcd4f12fe19af5c27,12.693706,0.5435826324831828,0.6146543025970459,0.31884765625
03bbc2be922471f4709df9dc0fc9355bc82126b3,13.779584,0.5353108270249501,0.5716496706008911,0.34228515625
042e1b53b3385a2298722bfae61f34e2f14943c9,13.553857,0.5918105402834488,0.5096724033355713,0.280517578125
048d538dbc6625ff6bc70e56114d29d799e35566,14.678293,0.6263575287921269,0.5674879550933838,0.35791015625
04c27123ef8cb70e56ae2300d0429c07550d7e1f,12.401494,0.5778213152600361,0.6773933172225952,0.318359375
04ef75eac63306ef923ebd3085729bea2a035bbb,14.569112,0.6342484226820533,0.59844970703125,0.262451171875
052f24f5a23f332a5a58ad4b6dd3192b89a54e60,12.869292,0.6872717210685022,0.4819120168685913,0.36865234375
0578fba88eddfd13cd518aa059223f46a05b6764,14.596886,0.6640215104271125,0.5533010959625244,0.3427734375
05842f36539f9af7a3706532aa70e7a3971de27f,13.519963,0.6016835291227148,0.5326822996139526,0.297607421875
05c240186479e3d16639993e8e3dc9786be89763,12.267523,0.4621457979707691,0.6404295563697815,0.29345703125
060a1018262eae228de79a722ca9738b389bbbe6,12.794815,0.5721730840171578,0.5453032851219177,0.308837890625
