id,PSNR,SSIM,LPIPS,CLIP
1d7425378cbe029537e1ec4b78fb4dfacc39e217,23.35992444413251,0.7854239720847097,0.14288215339183807,0.30615234375
2176d948af3c2339735b1e59258d54ad99571fe6,23.030800286106633,0.7424470545828402,0.12000636011362076,0.3359375
3b09681b9550b67b565fc241889234cd57f5e79c,25.230398781649697,0.8574298912952721,0.09762303531169891,0.33251953125
3f5f8f71d06408fbe1ca4a8d6dcd811478f79a0e,24.957322710498605,0.82183019672825,0.11905787885189056,0.304443359375
529bb08b209f976db1dd09a228c793290aedfe99,21.536035292314523,0.6956251758162616,0.1707615852355957,0.317138671875
5cb019e15c6270661ed1ed49b708181710b0a006,22.209533638763514,0.7805405540300184,0.15686409175395966,0.43310546875
6441a901ff944fee38d8d1b11d3302ffccb1d5c4,24.468858475028668,0.8519683454733444,0.08858264982700348,0.361572265625
770c762184ab23a162d0700ccc65a773e85696e1,22.058928198871893,0.6785693751402908,0.21515293419361115,0.336181640625
777301f951a15f340f19587be055b552b381ee52,27.992115613999594,0.8390721098501848,0.10251643508672714,0.332275390625
7f22cea795318dab30635f080b5cb72cdfc59b85,17.792320997258248,0.6027239872783411,0.18682527542114258,0.341796875
99b272ae23876c2a554b2b4a5a584bd7cb74d330,23.879450649756976,0.7961576070669354,0.13060598075389862,0.330078125
a25956c536b45e8982aff1554bd863348bc0f0fb,23.378555912712677,0.7334762286009558,0.12285777926445007,0.292724609375
aaf0de4024c34ec7892d25b49acb2972216e0df0,25.131330665242146,0.6912239385598958,0.17902638018131256,0.3447265625
ac149c14b326c82c9831c4f724828a93ff1fb424,24.243300112159297,0.8852440119771492,0.08308619260787964,0.363525390625
b17680474b0407bf4732db4a6f91a33209837052,22.481844076887462,0.8417233621046396,0.12174779921770096,0.379150390625
b7aaee5d323fa468366fd31dd0f4c2a59d8348b0,23.638426233587282,0.7452092418907674,0.13521820306777954,0.34619140625
d2c539a4e5ce2d9f2906fc1a0678e57200920dd0,25.827501746576385,0.9041888961572045,0.10656207799911499,0.36376953125
dd6603d528ca9f4f332b5e40a5c717cc2a69a0a6,22.543177220601997,0.8285675227151246,0.13425561785697937,0.34375
e99e57084b8819fdd2b26daa6e735ed2db7ed558,19.493880722930847,0.7515617326313908,0.1559073030948639,0.318115234375
fa1b1b4a6a357acfde3bd359c045f946c3fe3b7c,25.892258687070967,0.8564543793793168,0.1151849627494812,0.31787109375
